category,group,measure,year,value,chart
Shared Work Years,20-24,per capita cash,2045.0,-818.3189999999995,scheduled.dollar.change
Shared Work Years,25-29,per capita cash,2045.0,-1090.5080000000016,scheduled.dollar.change
Shared Work Years,30-34,per capita cash,2045.0,-1376.0409999999974,scheduled.dollar.change
Shared Work Years,35-39,per capita cash,2045.0,-1477.7249999999985,scheduled.dollar.change
Shared Work Years,40+,per capita cash,2045.0,-1676.2920000000013,scheduled.dollar.change
Own Work Years,0-9,per capita cash,2045.0,-604.4459999999981,scheduled.dollar.change
Own Work Years,10-14,per capita cash,2045.0,-494.66200000000026,scheduled.dollar.change
Own Work Years,15-19,per capita cash,2045.0,-645.2139999999999,scheduled.dollar.change
Own Work Years,20-24,per capita cash,2045.0,-861.2010000000009,scheduled.dollar.change
Own Work Years,25-29,per capita cash,2045.0,-1010.5400000000009,scheduled.dollar.change
Own Work Years,30-34,per capita cash,2045.0,-1141.982,scheduled.dollar.change
Own Work Years,35-39,per capita cash,2045.0,-1184.4989999999962,scheduled.dollar.change
Own Work Years,40+,per capita cash,2045.0,-1685.0429999999978,scheduled.dollar.change
Shared Income Quintile,bottom quintile,per capita cash,2045.0,651.3299999999999,scheduled.dollar.change
Shared Income Quintile,2nd quintile,per capita cash,2045.0,-879.5020000000004,scheduled.dollar.change
Shared Income Quintile,3rd quintile,per capita cash,2045.0,-1405.9719999999943,scheduled.dollar.change
Shared Income Quintile,4th quintile,per capita cash,2045.0,-2001.9150000000009,scheduled.dollar.change
Shared Income Quintile,top quintile,per capita cash,2045.0,-3247.3770000000077,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,per capita cash,2045.0,551.6310000000012,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,per capita cash,2045.0,-561.3090000000011,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,per capita cash,2045.0,-1164.3790000000008,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,per capita cash,2045.0,-2104.563000000002,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,per capita cash,2045.0,-3606.25499999999,scheduled.dollar.change
Homeownership,Home Owner,per capita cash,2045.0,-1819.0639999999985,scheduled.dollar.change
Homeownership,Renter,per capita cash,2045.0,38.84799999999814,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita cash,2045.0,-1520.388,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita cash,2045.0,-216.15699999999924,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita cash,2045.0,-252.95100000000093,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita cash,2045.0,-439.0600000000122,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,per capita cash,2045.0,-3992.1589999999997,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita cash,2045.0,-5528.952000000001,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita cash,2045.0,-5602.4439999999995,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,per capita cash,2045.0,-5584.830000000009,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,per capita cash,2045.0,-622.5679999999993,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,per capita cash,2045.0,-885.8580000000002,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,per capita cash,2045.0,-378.3159999999989,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,per capita cash,2045.0,-1894.421000000002,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita cash,2045.0,-1714.2400000000016,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2045.0,-2006.1189999999988,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2045.0,-2546.245999999999,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2045.0,-2907.7309999999998,scheduled.dollar.change
All,All,net per capita annuity,2045.0,-851.648000000001,scheduled.dollar.change
Age,62-69,net per capita annuity,2045.0,-606.273000000001,scheduled.dollar.change
Age,70-74,net per capita annuity,2045.0,-1062.9279999999999,scheduled.dollar.change
Age,75-79,net per capita annuity,2045.0,-1225.2720000000045,scheduled.dollar.change
Age,80-84,net per capita annuity,2045.0,-959.0360000000001,scheduled.dollar.change
Age,85+,net per capita annuity,2045.0,-639.9510000000009,scheduled.dollar.change
Sex,Female,net per capita annuity,2045.0,-761.900999999998,scheduled.dollar.change
Sex,Male,net per capita annuity,2045.0,-953.9300000000003,scheduled.dollar.change
Education,1.High School Dropout,net per capita annuity,2045.0,-0.32300000000032014,scheduled.dollar.change
Education,2.High School Graduate,net per capita annuity,2045.0,-524.5899999999965,scheduled.dollar.change
Education,3.Some College,net per capita annuity,2045.0,-838.0480000000025,scheduled.dollar.change
Education,4.College Graduate,net per capita annuity,2045.0,-1466.398000000001,scheduled.dollar.change
Race Ethnicity,1.White,net per capita annuity,2045.0,-1160.0179999999964,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita annuity,2045.0,-339.47099999999773,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita annuity,2045.0,-159.31500000000233,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita annuity,2045.0,-704.1430000000037,scheduled.dollar.change
Marital Status,Married,net per capita annuity,2045.0,-1834.6640000000043,scheduled.dollar.change
Marital Status,Widowed,net per capita annuity,2045.0,299.92399999999907,scheduled.dollar.change
Marital Status,Divorced,net per capita annuity,2045.0,-59.08899999999994,scheduled.dollar.change
Marital Status,Single,net per capita annuity,2045.0,447.9340000000011,scheduled.dollar.change
Shared Work Years,0-9,net per capita annuity,2045.0,48.141999999999825,scheduled.dollar.change
Shared Work Years,10-14,net per capita annuity,2045.0,527.5249999999996,scheduled.dollar.change
Shared Work Years,15-19,net per capita annuity,2045.0,-68.1939999999995,scheduled.dollar.change
Shared Work Years,20-24,net per capita annuity,2045.0,-603.9480000000003,scheduled.dollar.change
Shared Work Years,25-29,net per capita annuity,2045.0,-790.648000000001,scheduled.dollar.change
Shared Work Years,30-34,net per capita annuity,2045.0,-1044.7799999999988,scheduled.dollar.change
Shared Work Years,35-39,net per capita annuity,2045.0,-953.8800000000047,scheduled.dollar.change
Shared Work Years,40+,net per capita annuity,2045.0,-986.6710000000021,scheduled.dollar.change
Own Work Years,0-9,net per capita annuity,2045.0,-533.3260000000009,scheduled.dollar.change
Own Work Years,10-14,net per capita annuity,2045.0,-384.11299999999756,scheduled.dollar.change
Own Work Years,15-19,net per capita annuity,2045.0,-488.72200000000157,scheduled.dollar.change
Own Work Years,20-24,net per capita annuity,2045.0,-601.2799999999988,scheduled.dollar.change
Own Work Years,25-29,net per capita annuity,2045.0,-578.6370000000024,scheduled.dollar.change
Own Work Years,30-34,net per capita annuity,2045.0,-751.4709999999977,scheduled.dollar.change
Own Work Years,35-39,net per capita annuity,2045.0,-696.820000000007,scheduled.dollar.change
Own Work Years,40+,net per capita annuity,2045.0,-1016.7829999999958,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita annuity,2045.0,551.1579999999994,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita annuity,2045.0,-653.8650000000016,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita annuity,2045.0,-1004.7339999999967,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita annuity,2045.0,-1147.9790000000066,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita annuity,2045.0,-2001.2850000000035,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2045.0,628.6280000000006,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2045.0,-339.8859999999986,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2045.0,-734.6100000000006,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2045.0,-1516.5439999999944,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2045.0,-2296.030999999988,scheduled.dollar.change
Homeownership,Home Owner,net per capita annuity,2045.0,-1231.0970000000088,scheduled.dollar.change
Homeownership,Renter,net per capita annuity,2045.0,363.36599999999817,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2045.0,-167.63900000000012,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2045.0,-336.2669999999998,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2045.0,935.3890000000029,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2045.0,390.4380000000092,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2045.0,-4187.0560000000005,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2045.0,-6552.504999999997,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2045.0,-6549.903999999999,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2045.0,-7089.641999999993,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2045.0,-637.8400000000001,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2045.0,-827.3290000000015,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2045.0,-229.70799999999872,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2045.0,-910.1429999999964,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2045.0,-1739.137999999999,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2045.0,-2135.5519999999997,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2045.0,-2413.4490000000005,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2045.0,-3151.771000000008,scheduled.dollar.change
All,All,net per capita cash,2045.0,-1209.0480000000025,scheduled.dollar.change
Age,62-69,net per capita cash,2045.0,-1493.4020000000019,scheduled.dollar.change
Age,70-74,net per capita cash,2045.0,-1256.9979999999996,scheduled.dollar.change
Age,75-79,net per capita cash,2045.0,-1232.4419999999955,scheduled.dollar.change
Age,80-84,net per capita cash,2045.0,-1007.4650000000001,scheduled.dollar.change
Age,85+,net per capita cash,2045.0,-756.3869999999988,scheduled.dollar.change
Sex,Female,net per capita cash,2045.0,-1058.809000000001,scheduled.dollar.change
Sex,Male,net per capita cash,2045.0,-1380.2690000000002,scheduled.dollar.change
Education,1.High School Dropout,net per capita cash,2045.0,-153.73600000000079,scheduled.dollar.change
Education,2.High School Graduate,net per capita cash,2045.0,-844.086000000003,scheduled.dollar.change
Education,3.Some College,net per capita cash,2045.0,-1122.1399999999994,scheduled.dollar.change
Education,4.College Graduate,net per capita cash,2045.0,-1976.8369999999995,scheduled.dollar.change
Race Ethnicity,1.White,net per capita cash,2045.0,-1511.523000000001,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita cash,2045.0,-524.2979999999989,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita cash,2045.0,-642.413999999997,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita cash,2045.0,-1101.2210000000014,scheduled.dollar.change
Marital Status,Married,net per capita cash,2045.0,-2231.627999999997,scheduled.dollar.change
Marital Status,Widowed,net per capita cash,2045.0,239.04000000000087,scheduled.dollar.change
Marital Status,Divorced,net per capita cash,2045.0,-548.4609999999957,scheduled.dollar.change
Marital Status,Single,net per capita cash,2045.0,-65.17699999999604,scheduled.dollar.change
Shared Work Years,0-9,net per capita cash,2045.0,57.80799999999999,scheduled.dollar.change
Shared Work Years,10-14,net per capita cash,2045.0,494.4250000000011,scheduled.dollar.change
Shared Work Years,15-19,net per capita cash,2045.0,-193.2420000000002,scheduled.dollar.change
Shared Work Years,20-24,net per capita cash,2045.0,-785.4320000000007,scheduled.dollar.change
Shared Work Years,25-29,net per capita cash,2045.0,-1003.0760000000009,scheduled.dollar.change
Shared Work Years,30-34,net per capita cash,2045.0,-1251.5600000000013,scheduled.dollar.change
Shared Work Years,35-39,net per capita cash,2045.0,-1331.1980000000003,scheduled.dollar.change
Shared Work Years,40+,net per capita cash,2045.0,-1450.1349999999948,scheduled.dollar.change
Own Work Years,0-9,net per capita cash,2045.0,-570.3020000000015,scheduled.dollar.change
Own Work Years,10-14,net per capita cash,2045.0,-413.33899999999994,scheduled.dollar.change
Own Work Years,15-19,net per capita cash,2045.0,-563.5310000000027,scheduled.dollar.change
Own Work Years,20-24,net per capita cash,2045.0,-771.9629999999997,scheduled.dollar.change
Own Work Years,25-29,net per capita cash,2045.0,-917.6500000000015,scheduled.dollar.change
Own Work Years,30-34,net per capita cash,2045.0,-1017.2969999999987,scheduled.dollar.change
Own Work Years,35-39,net per capita cash,2045.0,-1074.6990000000005,scheduled.dollar.change
Own Work Years,40+,net per capita cash,2045.0,-1465.6270000000004,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita cash,2045.0,635.1940000000004,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita cash,2045.0,-863.5349999999999,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita cash,2045.0,-1366.308000000001,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita cash,2045.0,-1723.9689999999973,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita cash,2045.0,-2725.5850000000064,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2045.0,557.2219999999998,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2045.0,-538.6369999999988,scheduled.dollar.change
