category,group,year,option,scale,baseline,Average annuity income,Average cash income,Average net annuity income,Average net cash income
Own Work Years,35-39,2015,Reduce COLA,equivalent,Scheduled law,67587.792,43116.679,60889.256,36418.144
Own Work Years,35-39,2015,Reduce COLA,per capita,Payable law,54615.046,34917.537,49061.6,29364.09
Own Work Years,35-39,2015,Reduce COLA,per capita,Scheduled law,54615.046,34917.537,49061.6,29364.09
Own Work Years,35-39,2015,Scheduled law,equivalent,Payable law,67587.792,43116.679,60889.256,36418.144
Own Work Years,35-39,2015,Scheduled law,equivalent,Scheduled law,67587.792,43116.679,60889.256,36418.144
Own Work Years,35-39,2015,Scheduled law,per capita,Payable law,54615.046,34917.537,49061.6,29364.09
Own Work Years,35-39,2015,Scheduled law,per capita,Scheduled law,54615.046,34917.537,49061.6,29364.09
Own Work Years,35-39,2025,"$150,000 tax max",equivalent,Payable law,64901.261,44114.201,57717.352,36930.293
Own Work Years,35-39,2025,"$150,000 tax max",equivalent,Scheduled law,64901.261,44114.201,57717.352,36930.293
Own Work Years,35-39,2025,"$150,000 tax max",per capita,Payable law,52513.502,35719.767,46422.866,29629.131
Own Work Years,35-39,2025,"$150,000 tax max",per capita,Scheduled law,52513.502,35719.767,46422.866,29629.131
Own Work Years,35-39,2025,"$180,000 tax max",equivalent,Payable law,64895.823,44109.012,57704.474,36917.664
Own Work Years,35-39,2025,"$180,000 tax max",equivalent,Scheduled law,64895.823,44109.012,57704.474,36917.664
Own Work Years,35-39,2025,"$180,000 tax max",per capita,Payable law,52509.504,35715.961,46413.397,29619.854
Own Work Years,35-39,2025,"$180,000 tax max",per capita,Scheduled law,52509.504,35715.961,46413.397,29619.854
Own Work Years,35-39,2025,13.4% payroll tax,equivalent,Payable law,64855.049,44068.234,57635.692,36848.876
Own Work Years,35-39,2025,13.4% payroll tax,equivalent,Scheduled law,64855.049,44068.234,57635.692,36848.876
Own Work Years,35-39,2025,13.4% payroll tax,per capita,Payable law,52478.743,35685.202,46360.028,29566.487
Own Work Years,35-39,2025,13.4% payroll tax,per capita,Scheduled law,52478.743,35685.202,46360.028,29566.487
Own Work Years,35-39,2025,14.4% payroll tax,equivalent,Payable law,64796.878,43998.687,57538.817,36740.627
Own Work Years,35-39,2025,14.4% payroll tax,equivalent,Scheduled law,64796.878,43998.687,57538.817,36740.627
Own Work Years,35-39,2025,14.4% payroll tax,per capita,Payable law,52433.247,35628.209,46284.998,29479.959
Own Work Years,35-39,2025,14.4% payroll tax,per capita,Scheduled law,52433.247,35628.209,46284.998,29479.959
Own Work Years,35-39,2025,15.4% payroll tax,equivalent,Payable law,64679.603,43912.998,57386.222,36619.618
Own Work Years,35-39,2025,15.4% payroll tax,equivalent,Scheduled law,64679.603,43912.998,57386.222,36619.618
Own Work Years,35-39,2025,15.4% payroll tax,per capita,Payable law,52344.915,35560.855,46169.264,29385.203
Own Work Years,35-39,2025,15.4% payroll tax,per capita,Scheduled law,52344.915,35560.855,46169.264,29385.203
Own Work Years,35-39,2025,75% survivor benefit,equivalent,Payable law,64808.886,44021.561,57640.102,36852.778
Own Work Years,35-39,2025,75% survivor benefit,equivalent,Scheduled law,64808.886,44021.561,57640.102,36852.778
Own Work Years,35-39,2025,75% survivor benefit,per capita,Payable law,52446.392,35652.453,46366.815,29572.875
Own Work Years,35-39,2025,75% survivor benefit,per capita,Scheduled law,52446.392,35652.453,46366.815,29572.875
Own Work Years,35-39,2025,90% tax max,equivalent,Payable law,64886.562,44100.203,57675.983,36889.624
Own Work Years,35-39,2025,90% tax max,equivalent,Scheduled law,64886.562,44100.203,57675.983,36889.624
Own Work Years,35-39,2025,90% tax max,per capita,Payable law,52502.737,35709.537,46392.728,29599.528
Own Work Years,35-39,2025,90% tax max,per capita,Scheduled law,52502.737,35709.537,46392.728,29599.528
Own Work Years,35-39,2025,90% tax max and 13.4% payroll tax,equivalent,Payable law,64831.982,44046.163,57577.359,36791.54
Own Work Years,35-39,2025,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,64831.982,44046.163,57577.359,36791.54
Own Work Years,35-39,2025,90% tax max and 13.4% payroll tax,per capita,Payable law,52461.846,35669.067,46317.512,29524.733
Own Work Years,35-39,2025,90% tax max and 13.4% payroll tax,per capita,Scheduled law,52461.846,35669.067,46317.512,29524.733
Own Work Years,35-39,2025,Annual primary insurance amount,equivalent,Payable law,64936.109,44148.785,57757.044,36969.72
Own Work Years,35-39,2025,Annual primary insurance amount,equivalent,Scheduled law,64936.109,44148.785,57757.044,36969.72
Own Work Years,35-39,2025,Annual primary insurance amount,per capita,Payable law,52540.368,35746.428,46453.24,29659.301
Own Work Years,35-39,2025,Annual primary insurance amount,per capita,Scheduled law,52540.368,35746.428,46453.24,29659.301
Own Work Years,35-39,2025,Basic minimum benefit,equivalent,Payable law,65080.633,44293.325,57902.857,37115.548
Own Work Years,35-39,2025,Basic minimum benefit,equivalent,Scheduled law,65080.633,44293.325,57902.857,37115.548
Own Work Years,35-39,2025,Basic minimum benefit,per capita,Payable law,52687.831,35893.907,46601.507,29807.583
Own Work Years,35-39,2025,Basic minimum benefit,per capita,Scheduled law,52687.831,35893.907,46601.507,29807.583
Own Work Years,35-39,2025,Bipartisan Policy Center package,equivalent,Payable law,64561.239,43718.669,57408.242,36565.672
Own Work Years,35-39,2025,Bipartisan Policy Center package,equivalent,Scheduled law,64561.239,43718.669,57408.242,36565.672
Own Work Years,35-39,2025,Bipartisan Policy Center package,per capita,Payable law,52262.084,35419.896,46195.645,29353.457
Own Work Years,35-39,2025,Bipartisan Policy Center package,per capita,Scheduled law,52262.084,35419.896,46195.645,29353.457
Own Work Years,35-39,2025,Cap COLA,equivalent,Payable law,64737.696,43950.371,57579.194,36791.869
Own Work Years,35-39,2025,Cap COLA,equivalent,Scheduled law,64737.696,43950.371,57579.194,36791.869
Own Work Years,35-39,2025,Cap COLA,per capita,Payable law,52383.182,35589.243,46312.071,29518.132
Own Work Years,35-39,2025,Cap COLA,per capita,Scheduled law,52383.182,35589.243,46312.071,29518.132
Own Work Years,35-39,2025,Cap spouse benefits,equivalent,Payable law,64906.128,44118.803,57684.776,36897.451
Own Work Years,35-39,2025,Cap spouse benefits,equivalent,Scheduled law,64906.128,44118.803,57684.776,36897.451
Own Work Years,35-39,2025,Cap spouse benefits,per capita,Payable law,52488.463,35694.524,46404.336,29610.397
Own Work Years,35-39,2025,Cap spouse benefits,per capita,Scheduled law,52488.463,35694.524,46404.336,29610.397
Own Work Years,35-39,2025,Chained-CPI COLA,equivalent,Payable law,64577.403,43790.178,57421.471,36634.246
Own Work Years,35-39,2025,Chained-CPI COLA,equivalent,Scheduled law,64577.403,43790.178,57421.471,36634.246
Own Work Years,35-39,2025,Chained-CPI COLA,per capita,Payable law,52242.954,35449.114,46174.206,29380.365
Own Work Years,35-39,2025,Chained-CPI COLA,per capita,Scheduled law,52242.954,35449.114,46174.206,29380.365
Own Work Years,35-39,2025,Eliminate the tax max,equivalent,Payable law,64924.515,44138.526,57700.813,36914.824
Own Work Years,35-39,2025,Eliminate the tax max,equivalent,Scheduled law,64924.515,44138.526,57700.813,36914.824
Own Work Years,35-39,2025,Eliminate the tax max,per capita,Payable law,52529.861,35736.941,46410.518,29617.598
Own Work Years,35-39,2025,Eliminate the tax max,per capita,Scheduled law,52529.861,35736.941,46410.518,29617.598
Own Work Years,35-39,2025,Increase benefits taxation,equivalent,Payable law,64867.055,44079.731,57692.115,36904.79
Own Work Years,35-39,2025,Increase benefits taxation,equivalent,Scheduled law,64867.055,44079.731,57692.115,36904.79
Own Work Years,35-39,2025,Increase benefits taxation,per capita,Payable law,52517.075,35723.135,46380.209,29586.269
Own Work Years,35-39,2025,Increase benefits taxation,per capita,Scheduled law,52517.075,35723.135,46380.209,29586.269
Own Work Years,35-39,2025,Increase COLA,equivalent,Payable law,65158.024,44370.7,57965.488,37178.164
Own Work Years,35-39,2025,Increase COLA,equivalent,Scheduled law,65158.024,44370.7,57965.488,37178.164
Own Work Years,35-39,2025,Increase COLA,per capita,Payable law,52727.34,35933.4,46629.386,29835.447
Own Work Years,35-39,2025,Increase COLA,per capita,Scheduled law,52727.34,35933.4,46629.386,29835.447
Own Work Years,35-39,2025,Increase FRA,equivalent,Payable law,64904.113,44116.789,57726.985,36939.661
Own Work Years,35-39,2025,Increase FRA,equivalent,Scheduled law,64904.113,44116.789,57726.985,36939.661
Own Work Years,35-39,2025,Increase FRA,per capita,Payable law,52515.488,35721.548,46429.784,29635.845
Own Work Years,35-39,2025,Increase FRA,per capita,Scheduled law,52515.488,35721.548,46429.784,29635.845
Own Work Years,35-39,2025,Increase FRA and EEA,equivalent,Payable law,64905.281,44117.956,57727.927,36940.602
Own Work Years,35-39,2025,Increase FRA and EEA,equivalent,Scheduled law,64905.281,44117.956,57727.927,36940.602
Own Work Years,35-39,2025,Increase FRA and EEA,per capita,Payable law,52517.326,35723.386,46431.375,29637.436
Own Work Years,35-39,2025,Increase FRA and EEA,per capita,Scheduled law,52517.326,35723.386,46431.375,29637.436
Own Work Years,35-39,2025,Payable law,equivalent,Payable law,64906.128,44118.803,57728.874,36941.55
Own Work Years,35-39,2025,Payable law,equivalent,Scheduled law,64906.128,44118.803,57728.874,36941.55
Own Work Years,35-39,2025,Payable law,per capita,Payable law,52517.075,35723.135,46431.273,29637.333
Own Work Years,35-39,2025,Payable law,per capita,Scheduled law,52517.075,35723.135,46431.273,29637.333
Own Work Years,35-39,2025,Reduce COLA,equivalent,Payable law,64535.349,43748.124,57380.799,36593.574
Own Work Years,35-39,2025,Reduce COLA,equivalent,Scheduled law,64535.349,43748.124,57380.799,36593.574
Own Work Years,35-39,2025,Reduce COLA,per capita,Payable law,52207.555,35413.715,46139.869,29346.029
Own Work Years,35-39,2025,Reduce COLA,per capita,Scheduled law,52207.555,35413.715,46139.869,29346.029
Own Work Years,35-39,2025,Scheduled law,equivalent,Payable law,64906.128,44118.803,57728.874,36941.55
Own Work Years,35-39,2025,Scheduled law,equivalent,Scheduled law,64906.128,44118.803,57728.874,36941.55
Own Work Years,35-39,2025,Scheduled law,per capita,Payable law,52517.075,35723.135,46431.273,29637.333
Own Work Years,35-39,2025,Scheduled law,per capita,Scheduled law,52517.075,35723.135,46431.273,29637.333
Own Work Years,35-39,2035,"$150,000 tax max",equivalent,Payable law,62996.362,42934.694,55684.886,35623.217
Own Work Years,35-39,2035,"$150,000 tax max",equivalent,Scheduled law,62996.362,42934.694,55684.886,35623.217
Own Work Years,35-39,2035,"$150,000 tax max",per capita,Payable law,51729.507,35230.571,45363.216,28864.28
Own Work Years,35-39,2035,"$150,000 tax max",per capita,Scheduled law,51729.507,35230.571,45363.216,28864.28
Own Work Years,35-39,2035,"$180,000 tax max",equivalent,Payable law,63010.911,42960.862,55689.266,35639.217
Own Work Years,35-39,2035,"$180,000 tax max",equivalent,Scheduled law,63010.911,42960.862,55689.266,35639.217
Own Work Years,35-39,2035,"$180,000 tax max",per capita,Payable law,51740.674,35250.009,45366.285,28875.62
Own Work Years,35-39,2035,"$180,000 tax max",per capita,Scheduled law,51740.674,35250.009,45366.285,28875.62
Own Work Years,35-39,2035,13.4% payroll tax,equivalent,Payable law,62917.513,42857.244,55577.359,35517.09
Own Work Years,35-39,2035,13.4% payroll tax,equivalent,Scheduled law,62917.513,42857.244,55577.359,35517.09
Own Work Years,35-39,2035,13.4% payroll tax,per capita,Payable law,51666.649,35168.891,45277.683,28779.925
Own Work Years,35-39,2035,13.4% payroll tax,per capita,Scheduled law,51666.649,35168.891,45277.683,28779.925
Own Work Years,35-39,2035,14.4% payroll tax,equivalent,Payable law,62851.775,42793.801,55469.737,35411.764
Own Work Years,35-39,2035,14.4% payroll tax,equivalent,Scheduled law,62851.775,42793.801,55469.737,35411.764
Own Work Years,35-39,2035,14.4% payroll tax,per capita,Payable law,51614.252,35118.223,45191.226,28695.197
Own Work Years,35-39,2035,14.4% payroll tax,per capita,Scheduled law,51614.252,35118.223,45191.226,28695.197
Own Work Years,35-39,2035,15.4% payroll tax,equivalent,Payable law,62668.474,42647.512,55273.307,35252.346
Own Work Years,35-39,2035,15.4% payroll tax,equivalent,Scheduled law,62668.474,42647.512,55273.307,35252.346
Own Work Years,35-39,2035,15.4% payroll tax,per capita,Payable law,51471.264,35000.706,45037.157,28566.598
Own Work Years,35-39,2035,15.4% payroll tax,per capita,Scheduled law,51471.264,35000.706,45037.157,28566.598
Own Work Years,35-39,2035,75% survivor benefit,equivalent,Payable law,62472.736,42409.718,55219.608,35156.59
Own Work Years,35-39,2035,75% survivor benefit,equivalent,Scheduled law,62472.736,42409.718,55219.608,35156.59
Own Work Years,35-39,2035,75% survivor benefit,per capita,Payable law,51358.316,34858.365,45035.272,28535.321
Own Work Years,35-39,2035,75% survivor benefit,per capita,Scheduled law,51358.316,34858.365,45035.272,28535.321
Own Work Years,35-39,2035,90% tax max,equivalent,Payable law,63035.156,42992.721,55696.405,35653.971
Own Work Years,35-39,2035,90% tax max,equivalent,Scheduled law,63035.156,42992.721,55696.405,35653.971
Own Work Years,35-39,2035,90% tax max,per capita,Payable law,51759.081,35273.867,45370.595,28885.381
Own Work Years,35-39,2035,90% tax max,per capita,Scheduled law,51759.081,35273.867,45370.595,28885.381
Own Work Years,35-39,2035,90% tax max and 13.4% payroll tax,equivalent,Payable law,62963.776,42923.64,55585.233,35545.097
Own Work Years,35-39,2035,90% tax max and 13.4% payroll tax,equivalent,Scheduled law,62963.776,42923.64,55585.233,35545.097
Own Work Years,35-39,2035,90% tax max and 13.4% payroll tax,per capita,Payable law,51701.547,35218.217,45281.331,28798.001
Own Work Years,35-39,2035,90% tax max and 13.4% payroll tax,per capita,Scheduled law,51701.547,35218.217,45281.331,28798.001
Own Work Years,35-39,2035,Annual primary insurance amount,equivalent,Payable law,63538.038,43475.599,56199.252,36136.813
Own Work Years,35-39,2035,Annual primary insurance amount,equivalent,Scheduled law,63538.038,43475.599,56199.252,36136.813
Own Work Years,35-39,2035,Annual primary insurance amount,per capita,Payable law,52161.487,35661.946,45774.99,29275.449
Own Work Years,35-39,2035,Annual primary insurance amount,per capita,Scheduled law,52161.487,35661.946,45774.99,29275.449
Own Work Years,35-39,2035,Basic minimum benefit,equivalent,Payable law,63295.976,43234.208,55993.823,35932.055
Own Work Years,35-39,2035,Basic minimum benefit,equivalent,Scheduled law,63295.976,43234.208,55993.823,35932.055
Own Work Years,35-39,2035,Basic minimum benefit,per capita,Payable law,52023.931,35525.06,45665.093,29166.222
Own Work Years,35-39,2035,Basic minimum benefit,per capita,Scheduled law,52023.931,35525.06,45665.093,29166.222
Own Work Years,35-39,2035,Bipartisan Policy Center package,equivalent,Payable law,62022.635,41735.657,54820.34,34533.362
Own Work Years,35-39,2035,Bipartisan Policy Center package,equivalent,Scheduled law,62022.635,41735.657,54820.34,34533.362
Own Work Years,35-39,2035,Bipartisan Policy Center package,per capita,Payable law,51016.782,34339.057,44733.702,28055.977
Own Work Years,35-39,2035,Bipartisan Policy Center package,per capita,Scheduled law,51016.782,34339.057,44733.702,28055.977
Own Work Years,35-39,2035,Cap COLA,equivalent,Payable law,62800.995,42738.555,55520.35,35457.911
Own Work Years,35-39,2035,Cap COLA,equivalent,Scheduled law,62800.995,42738.555,55520.35,35457.911
Own Work Years,35-39,2035,Cap COLA,per capita,Payable law,51573.649,35074.107,45231.946,28732.405
Own Work Years,35-39,2035,Cap COLA,per capita,Scheduled law,51573.649,35074.107,45231.946,28732.405
Own Work Years,35-39,2035,Cap spouse benefits,equivalent,Payable law,62985.418,42922.979,55656.247,35593.808
Own Work Years,35-39,2035,Cap spouse benefits,equivalent,Scheduled law,62985.418,42922.979,55656.247,35593.808
Own Work Years,35-39,2035,Cap spouse benefits,per capita,Payable law,51575.78,35076.239,45228.855,28729.314
Own Work Years,35-39,2035,Cap spouse benefits,per capita,Scheduled law,51575.78,35076.239,45228.855,28729.314
Own Work Years,35-39,2035,Chained-CPI COLA,equivalent,Payable law,62445.497,42383.058,55178.505,35116.066
Own Work Years,35-39,2035,Chained-CPI COLA,equivalent,Scheduled law,62445.497,42383.058,55178.505,35116.066
Own Work Years,35-39,2035,Chained-CPI COLA,per capita,Payable law,51264.322,34764.781,44934.432,28434.89
Own Work Years,35-39,2035,Chained-CPI COLA,per capita,Scheduled law,51264.322,34764.781,44934.432,28434.89
Own Work Years,35-39,2035,Eliminate the tax max,equivalent,Payable law,63129.682,43087.78,55775.951,35734.049
Own Work Years,35-39,2035,Eliminate the tax max,equivalent,Scheduled law,63129.682,43087.78,55775.951,35734.049
Own Work Years,35-39,2035,Eliminate the tax max,per capita,Payable law,51831.883,35347.1,45431.235,28946.452
Own Work Years,35-39,2035,Eliminate the tax max,per capita,Scheduled law,51831.883,35347.1,45431.235,28946.452
